RegionID,GenDate,Source,GeneratedMWh,InstalledCapacityMW,CapacityFactorPct
10207,2025-06-15,Solar,50.12,272.41,0.77
10163,2022-10-11,Solar,66.63,288.75,0.96
10160,2022-02-10,Solar,18.48,141.46,0.54
10161,2023-08-24,Solar,24.54,281.53,0.36
10201,2025-09-09,Wind,117.03,267.27,1.82
10200,2023-11-02,Solar,101.27,170.14,2.48
10176,2025-05-31,Wind,53.81,157.83,1.42
10172,2022-12-25,Solar,85.02,248.59,1.43
10196,2022-04-28,Wind,85.46,68.8,5.18
10050,2024-09-15,Solar,59.22,256.4,0.96
10056,2024-01-31,Wind,91.38,48.08,7.92
10144,2022-02-07,Solar,34.11,75.11,1.89
10158,2022-08-30,Solar,28.48,91.23,1.3
10003,2023-03-19,Wind,83.57,280.45,1.24
10028,2023-11-18,Wind,65.17,123.16,2.2
10208,2022-06-28,Wind,92.25,215.17,1.79
10211,2024-02-03,Wind,86.4,231.77,1.55
10006,2022-11-12,Wind,42.28,259.37,0.68
10000,2025-04-26,Wind,90.07,140.81,2.67
10012,2022-09-26,Solar,51.16,38.22,5.58
10125,2024-05-02,Wind,54.65,228.58,1.0
10105,2025-08-30,Wind,33.22,124.02,1.12
10234,2022-04-20,Wind,133.4,119.06,4.67
10013,2024-07-26,Solar,21.22,59.88,1.48
10194,2023-05-30,Wind,92.02,222.75,1.72
10195,2023-01-05,Wind,69.56,290.2,1.0
10110,2025-01-24,Wind,39.49,77.13,2.13
10172,2024-08-23,Solar,31.28,110.75,1.18
10134,2025-03-17,Solar,46.51,21.41,9.05
10209,2022-10-14,Solar,47.1,45.75,4.29
10120,2024-09-27,Solar,39.89,247.28,0.67
10231,2025-09-26,Solar,76.25,215.31,1.48
10234,2022-02-26,Solar,44.62,204.45,0.91
10087,2024-03-23,Solar,39.25,32.98,4.96
10080,2022-10-09,Solar,78.64,117.47,2.79
10121,2024-02-07,Solar,35.94,32.49,4.61
10121,2022-12-12,Solar,12.25,237.88,0.21
10226,2025-02-18,Wind,75.64,284.24,1.11
10028,2022-07-01,Solar,72.22,67.39,4.47
10114,2025-03-13,Solar,46.33,164.7,1.17
10209,2022-08-26,Solar,65.0,158.69,1.71
10045,2023-06-27,Solar,19.93,174.53,0.48
10213,2025-06-18,Solar,75.89,63.39,4.99
10123,2022-07-27,Solar,35.49,51.86,2.85
10075,2022-06-21,Wind,111.36,214.46,2.16
10198,2025-09-16,Solar,52.83,120.87,1.82
10087,2024-01-11,Solar,50.37,234.72,0.89
10087,2022-10-17,Solar,19.37,195.8,0.41
10034,2024-05-14,Solar,53.78,184.57,1.21
10018,2025-04-16,Solar,19.71,118.15,0.7
10057,2024-11-20,Wind,105.12,232.88,1.88
10042,2022-04-16,Wind,99.46,241.61,1.72
10219,2022-12-09,Solar,15.19,133.88,0.47
10000,2023-02-27,Solar,65.1,161.52,1.68
10212,2024-01-19,Solar,54.36,82.39,2.75
10162,2022-01-01,Solar,64.59,77.02,3.49
10156,2023-03-12,Solar,15.85,133.64,0.49
10149,2022-01-10,Solar,1.0,215.97,0.02
10022,2022-10-11,Solar,27.43,258.76,0.44
10080,2025-08-15,Solar,7.3,170.28,0.18
10229,2025-08-13,Solar,46.19,80.93,2.38
10131,2023-10-05,Solar,40.56,82.71,2.04
10035,2023-07-10,Solar,10.76,150.37,0.3
10162,2022-05-08,Solar,49.85,260.29,0.8
10191,2022-04-05,Solar,82.54,144.84,2.37
10187,2022-04-10,Solar,51.66,87.32,2.47
10239,2025-01-18,Solar,5.21,92.61,0.23
10121,2025-06-24,Wind,71.71,117.12,2.55
10113,2025-08-31,Solar,53.77,288.85,0.78
10203,2022-05-24,Solar,72.03,151.84,1.98
10197,2022-07-31,Wind,79.42,219.67,1.51
10058,2022-04-21,Solar,39.15,223.45,0.73
10073,2022-06-05,Solar,22.42,135.4,0.69
10152,2024-05-10,Solar,39.9,230.45,0.72
10016,2024-03-22,Solar,35.45,55.8,2.65
10138,2025-04-18,Solar,53.87,181.88,1.23
10099,2024-03-11,Wind,111.08,46.56,9.94
10124,2023-02-05,Solar,49.08,41.9,4.88
10029,2025-01-07,Solar,31.07,84.93,1.52
10158,2022-02-21,Wind,65.42,98.87,2.76
10041,2025-03-25,Wind,69.47,141.87,2.04
10137,2025-08-17,Solar,44.06,221.15,0.83
10143,2022-05-06,Wind,57.6,50.12,4.79
10071,2023-07-07,Solar,51.39,20.81,10.29
10051,2025-02-08,Wind,84.59,182.94,1.93
10043,2023-03-24,Solar,56.35,21.45,10.95
10096,2024-11-06,Wind,48.59,165.41,1.22
10159,2023-05-16,Solar,79.18,35.04,9.42
10167,2023-04-09,Solar,60.66,197.86,1.28
10118,2025-08-13,Wind,81.73,254.84,1.34
10215,2024-09-30,Wind,55.05,48.34,4.75
10152,2024-08-15,Wind,61.23,214.55,1.19
10117,2023-09-11,Solar,31.07,166.43,0.78
10234,2023-02-01,Solar,1.0,116.28,0.04
10218,2022-08-17,Wind,110.58,295.91,1.56
10234,2025-03-27,Solar,1.0,69.48,0.06
10110,2025-06-22,Solar,37.38,26.61,5.85
10156,2022-08-01,Wind,150.9,27.25,23.07
10110,2025-08-14,Solar,55.61,52.93,4.38
10122,2024-04-30,Solar,16.36,250.85,0.27
10016,2023-01-09,Wind,112.61,115.14,4.08
10202,2023-04-10,Wind,67.12,212.75,1.31
10180,2022-09-26,Wind,115.29,26.88,17.87
10075,2025-07-27,Solar,63.57,245.99,1.08
10030,2025-08-01,Solar,50.95,274.47,0.77
10101,2025-01-07,Solar,53.99,46.33,4.86
10044,2022-06-16,Solar,27.65,101.55,1.13
10125,2023-01-17,Solar,69.3,79.14,3.65
10053,2022-02-16,Solar,25.13,64.54,1.62
10163,2022-11-30,Solar,61.09,101.15,2.52
10091,2025-04-28,Solar,55.4,179.39,1.29
10062,2022-11-03,Wind,56.48,172.67,1.36
10182,2022-09-05,Solar,41.76,137.58,1.26
10001,2022-02-02,Solar,51.82,289.48,0.75
10218,2023-10-11,Wind,69.57,233.39,1.24
10233,2024-11-18,Wind,120.74,255.56,1.97
10016,2024-04-10,Wind,99.71,58.62,7.09
10051,2024-06-01,Wind,9.83,54.8,0.75
10216,2023-02-09,Solar,2.37,161.53,0.06
10232,2023-08-31,Solar,40.07,242.54,0.69
10096,2023-09-23,Wind,78.72,107.86,3.04
10030,2022-04-16,Solar,82.87,45.58,7.58
10202,2025-02-17,Wind,77.34,163.07,1.98
10108,2022-10-04,Solar,61.06,61.21,4.16
10082,2024-12-05,Wind,99.39,271.34,1.53
10132,2022-03-04,Wind,71.26,23.09,12.86
10027,2022-04-10,Solar,35.01,81.39,1.79
10025,2024-08-01,Solar,56.78,129.27,1.83
10166,2023-06-24,Solar,60.95,136.11,1.87
10226,2025-04-10,Wind,108.1,274.95,1.64
10201,2024-05-03,Wind,77.99,100.01,3.25
10136,2022-12-18,Solar,111.98,111.01,4.2
10102,2023-04-25,Solar,78.36,279.74,1.17
10086,2024-01-27,Solar,15.05,141.71,0.44
10145,2024-08-15,Solar,65.45,188.71,1.45
10051,2024-03-28,Wind,59.03,145.52,1.69
10204,2022-04-28,Solar,90.31,169.38,2.22
10149,2022-07-23,Wind,63.34,48.18,5.48
10113,2023-12-17,Solar,36.91,196.17,0.78
10101,2022-06-15,Solar,47.89,174.63,1.14
10177,2023-02-28,Solar,83.1,52.35,6.61
10070,2022-11-11,Solar,44.47,269.89,0.69
10042,2022-09-14,Wind,100.91,242.98,1.73
10047,2022-07-03,Wind,107.09,21.27,20.98
10169,2024-07-28,Solar,47.25,23.34,8.44
10177,2025-05-29,Solar,36.74,119.18,1.28
10045,2023-06-19,Solar,42.61,170.8,1.04
10164,2022-01-07,Wind,130.36,212.5,2.56
10226,2022-06-11,Solar,41.66,200.66,0.87
10070,2023-03-11,Solar,85.65,73.19,4.88
10105,2024-04-14,Solar,62.19,105.12,2.47
10046,2024-08-31,Wind,70.94,249.95,1.18
10220,2025-08-01,Wind,105.65,208.17,2.11
10012,2023-03-21,Solar,53.02,38.3,5.77
10076,2023-07-30,Wind,41.96,261.21,0.67
10016,2024-10-27,Solar,60.1,165.9,1.51
10169,2022-01-05,Solar,32.24,238.58,0.56
10141,2025-01-17,Wind,92.49,254.54,1.51
10057,2022-04-04,Solar,1.0,78.91,0.05
10229,2025-08-29,Solar,43.33,179.44,1.01
10239,2024-09-03,Solar,36.66,292.82,0.52
10046,2022-02-26,Wind,56.81,87.35,2.71
10222,2024-09-17,Wind,29.49,230.14,0.53
10213,2024-11-22,Solar,31.36,181.59,0.72
10081,2024-01-22,Wind,22.47,144.68,0.65
10064,2023-05-16,Solar,53.5,55.06,4.05
10087,2025-04-14,Wind,85.07,184.8,1.92
10086,2023-03-11,Solar,25.69,212.44,0.5
10068,2024-04-24,Wind,62.42,159.03,1.64
10154,2023-09-24,Wind,82.78,114.11,3.02
10108,2023-06-17,Wind,33.59,39.75,3.52
10148,2024-02-06,Solar,66.43,127.74,2.17
10043,2022-10-17,Solar,29.28,193.97,0.63
10023,2022-12-13,Solar,68.56,192.36,1.49
10149,2023-12-31,Solar,24.61,60.26,1.7
10019,2023-08-05,Wind,52.6,59.19,3.7
10089,2022-02-27,Wind,61.68,266.72,0.96
10151,2024-08-27,Solar,47.56,150.68,1.32
10218,2025-03-12,Solar,56.11,158.8,1.47
10095,2023-09-13,Wind,75.26,116.7,2.69
10168,2022-10-04,Wind,94.67,96.89,4.07
10122,2025-01-27,Solar,76.53,67.26,4.74
10170,2024-06-21,Solar,36.64,56.87,2.68
10023,2024-03-08,Wind,81.56,195.73,1.74
10048,2023-09-03,Solar,111.95,28.8,16.2
10211,2022-01-25,Solar,34.89,98.96,1.47
10103,2024-06-04,Solar,42.8,55.22,3.23
10238,2023-11-21,Solar,73.76,152.13,2.02
10136,2024-09-09,Wind,62.49,242.39,1.07
10009,2025-05-23,Solar,56.08,104.13,2.24
10129,2024-01-26,Solar,82.36,299.78,1.14
10209,2022-03-27,Wind,97.65,56.07,7.26
10209,2024-06-06,Wind,86.38,71.87,5.01
10067,2025-07-08,Wind,109.0,249.75,1.82
10222,2023-07-20,Solar,97.33,202.64,2.0
10173,2023-09-13,Wind,100.77,50.5,8.31
10088,2023-01-12,Solar,40.09,40.57,4.12
10177,2024-11-23,Wind,96.86,124.88,3.23
10021,2023-11-18,Wind,89.39,81.63,4.56
10116,2024-09-04,Wind,102.38,220.14,1.94
10112,2022-02-07,Wind,109.34,74.52,6.11
10055,2022-11-08,Solar,1.0,20.91,0.2
10033,2023-10-11,Solar,45.97,56.25,3.41
10052,2022-01-08,Solar,77.24,139.11,2.31
10128,2025-01-15,Wind,77.27,203.31,1.58
10110,2025-02-04,Solar,60.28,251.94,1.0
10078,2023-08-07,Solar,137.07,63.15,9.04
10157,2022-07-14,Solar,90.87,105.71,3.58
10216,2022-07-23,Wind,80.81,214.19,1.57
10065,2023-05-14,Wind,84.11,173.57,2.02
10201,2025-07-25,Solar,85.7,250.7,1.42
10086,2025-02-26,Wind,131.61,185.9,2.95
10239,2022-06-13,Solar,45.74,186.88,1.02
10002,2022-07-19,Solar,81.39,285.57,1.19
10158,2024-01-02,Wind,125.02,247.34,2.11
10064,2024-03-01,Solar,65.26,286.15,0.95
10147,2025-09-18,Solar,1.0,209.72,0.02
10104,2023-01-04,Solar,50.87,81.86,2.59
10168,2022-12-23,Wind,81.05,72.48,4.66
10050,2023-03-02,Solar,86.23,296.3,1.21
10160,2024-08-13,Solar,21.28,202.96,0.44
10218,2025-06-29,Solar,44.57,262.27,0.71
10228,2022-06-13,Solar,18.98,214.05,0.37
10174,2023-01-28,Solar,42.96,233.94,0.77
10118,2022-06-19,Solar,41.31,191.28,0.9
10187,2025-04-16,Solar,74.09,230.81,1.34
10063,2024-12-11,Solar,22.31,134.75,0.69
10186,2022-01-24,Wind,68.73,237.86,1.2
10151,2024-04-13,Wind,112.21,100.12,4.67
10096,2023-06-08,Wind,79.08,123.89,2.66
10193,2022-12-16,Solar,40.71,66.52,2.55
10191,2022-07-22,Wind,91.17,210.96,1.8
10090,2022-01-19,Wind,98.46,81.39,5.04
10194,2025-08-23,Solar,35.02,258.95,0.56
10076,2023-03-25,Solar,51.7,120.89,1.78
10162,2022-06-28,Solar,38.13,65.57,2.42
10005,2022-12-16,Wind,90.46,239.32,1.57
10168,2022-09-05,Solar,39.15,149.44,1.09
10134,2025-04-09,Wind,49.22,44.26,4.63
10061,2023-06-10,Wind,27.03,287.42,0.39
10162,2024-07-23,Wind,74.5,191.84,1.62
10161,2022-07-04,Wind,149.05,100.01,6.21
10058,2024-09-24,Wind,95.19,242.33,1.64
10153,2022-05-13,Wind,62.14,37.74,6.86
10133,2022-06-06,Wind,93.92,149.27,2.62
10117,2024-12-06,Solar,55.36,65.84,3.5
10160,2023-06-21,Wind,100.76,242.01,1.73
10195,2022-03-23,Wind,96.47,135.23,2.97
10033,2025-06-19,Solar,39.22,296.04,0.55
10189,2022-11-26,Solar,51.58,290.49,0.74
10067,2024-12-20,Wind,82.94,33.32,10.37
10196,2025-09-23,Wind,57.7,169.05,1.42
10189,2022-07-31,Wind,71.23,290.31,1.02
10195,2025-03-22,Solar,44.66,86.46,2.15
10117,2024-12-26,Wind,83.51,155.73,2.23
10090,2024-07-17,Wind,66.78,144.99,1.92
10178,2023-02-19,Solar,1.0,176.92,0.02
10214,2024-06-14,Wind,100.84,142.28,2.95
10140,2022-06-19,Solar,39.48,58.3,2.82
10191,2022-05-09,Solar,80.67,86.5,3.89
10228,2024-12-17,Solar,53.82,293.28,0.76
10008,2025-04-08,Wind,56.35,226.99,1.03
10019,2025-03-06,Solar,1.56,171.69,0.04
10219,2025-05-28,Solar,59.87,226.96,1.1
10073,2023-09-19,Wind,117.1,166.68,2.93
10197,2025-03-24,Wind,79.8,118.13,2.81
10052,2024-07-08,Wind,90.46,124.61,3.02
10209,2025-02-17,Wind,101.23,172.93,2.44
10127,2024-03-08,Wind,109.28,111.63,4.08
10073,2025-05-12,Solar,59.04,167.18,1.47
10163,2023-03-21,Wind,99.28,250.83,1.65
10114,2022-12-23,Solar,76.08,92.99,3.41
10179,2023-02-17,Solar,60.58,125.72,2.01
10156,2024-07-06,Solar,55.63,126.61,1.83
10239,2024-10-11,Wind,101.0,45.2,9.31
10114,2025-05-07,Solar,47.18,289.3,0.68
10032,2025-02-07,Solar,53.98,79.76,2.82
10093,2022-08-17,Solar,94.57,199.38,1.98
10049,2025-07-05,Wind,66.29,121.43,2.27
10064,2022-12-18,Solar,61.68,128.75,2.0
10104,2024-10-27,Solar,57.2,159.33,1.5
10060,2024-08-31,Solar,53.14,172.77,1.28
10110,2023-02-11,Wind,100.81,164.88,2.55
10037,2025-08-29,Solar,60.7,38.15,6.63
10006,2023-07-22,Solar,19.86,254.58,0.33
10038,2022-02-03,Solar,80.67,165.71,2.03
10098,2024-09-14,Solar,57.6,293.53,0.82
10010,2024-11-28,Wind,68.46,132.55,2.15
10088,2022-03-29,Wind,122.19,278.37,1.83
10108,2024-03-29,Solar,103.29,71.48,6.02
10147,2024-02-11,Wind,65.16,255.42,1.06
10004,2022-12-15,Wind,90.31,262.95,1.43
10110,2024-07-20,Solar,30.02,105.02,1.19
10038,2024-03-05,Solar,18.78,158.52,0.49
10073,2022-12-20,Wind,68.2,183.24,1.55
10038,2023-02-07,Solar,50.79,196.11,1.08
10092,2022-07-28,Wind,72.71,226.79,1.34
10128,2025-03-09,Wind,88.55,138.65,2.66
10066,2024-05-13,Solar,64.17,22.43,11.92
10052,2023-02-17,Solar,69.49,225.85,1.28
10179,2023-04-23,Wind,73.99,185.24,1.66
10221,2024-09-20,Solar,12.75,86.97,0.61
10213,2022-12-10,Solar,67.64,126.26,2.23
10040,2022-03-30,Wind,86.64,112.47,3.21
10123,2022-12-07,Wind,96.67,95.44,4.22
10083,2022-05-05,Wind,68.26,35.49,8.01
10036,2024-01-18,Solar,97.59,27.24,14.93
10120,2024-09-10,Solar,63.91,117.23,2.27
10205,2025-09-22,Solar,53.08,157.82,1.4
10043,2023-01-20,Solar,45.6,225.88,0.84
10122,2022-09-26,Wind,64.5,269.16,1.0
10177,2022-12-12,Solar,90.23,140.33,2.68
10209,2024-01-31,Solar,126.58,108.1,4.88
10233,2025-06-27,Wind,105.23,239.6,1.83
10132,2024-05-10,Solar,81.14,146.69,2.3
10038,2022-03-02,Solar,58.53,179.22,1.36
10182,2025-07-26,Solar,34.89,168.82,0.86
10062,2022-03-22,Solar,30.61,106.77,1.19
10237,2022-01-14,Solar,73.98,237.56,1.3
10019,2023-09-19,Solar,53.49,121.82,1.83
10030,2022-01-21,Solar,63.34,133.9,1.97
10181,2023-04-26,Solar,58.88,249.05,0.99
10108,2023-10-06,Solar,43.37,283.74,0.64
10130,2022-08-27,Wind,85.76,221.37,1.61
10044,2024-07-23,Wind,53.86,76.09,2.95
10179,2022-09-19,Solar,3.68,283.78,0.05
10102,2022-07-14,Wind,126.78,252.73,2.09
10041,2025-06-28,Solar,34.05,299.92,0.47
10083,2024-11-20,Wind,109.13,76.11,5.97
10146,2022-04-14,Solar,77.03,298.31,1.08
10154,2024-10-21,Solar,84.53,294.24,1.2
10158,2023-07-03,Wind,114.81,206.6,2.32
10214,2024-07-06,Solar,40.54,109.99,1.54
10179,2023-12-03,Wind,109.42,194.7,2.34
10021,2025-04-20,Wind,69.81,234.48,1.24
10075,2024-01-25,Solar,32.79,96.09,1.42
10234,2024-01-29,Wind,77.89,186.25,1.74
10143,2024-02-29,Wind,95.4,65.64,6.06
10015,2022-10-24,Wind,34.45,161.55,0.89
10187,2024-05-27,Wind,75.83,40.54,7.79
10061,2022-12-04,Solar,33.47,106.31,1.31
10223,2024-10-26,Solar,21.67,248.79,0.36
10156,2022-01-01,Solar,44.52,280.5,0.66
10061,2023-05-26,Solar,58.7,63.7,3.84
10023,2022-05-10,Wind,77.55,247.63,1.3
10135,2023-02-03,Wind,90.09,241.93,1.55
10186,2022-02-23,Solar,14.78,292.31,0.21
10204,2023-05-05,Solar,55.86,149.64,1.56
10040,2022-07-08,Solar,52.98,162.65,1.36
10200,2025-05-10,Solar,71.92,146.01,2.05
10151,2025-06-25,Solar,70.68,260.82,1.13
10075,2022-02-22,Solar,13.97,212.42,0.27
10150,2023-12-17,Solar,29.31,125.33,0.97
10203,2023-02-27,Wind,45.52,130.54,1.45
10091,2025-07-07,Solar,2.45,171.07,0.06
10058,2022-02-21,Solar,70.24,192.94,1.52
10036,2024-01-08,Wind,70.66,133.74,2.2
10026,2022-04-24,Solar,49.38,202.79,1.01
10191,2022-09-04,Solar,106.29,288.2,1.54
10042,2024-09-15,Solar,70.15,24.08,12.14
10093,2022-07-14,Solar,47.61,283.95,0.7
10085,2025-07-23,Solar,40.59,172.73,0.98
10038,2023-10-24,Solar,48.16,196.73,1.02
10198,2024-03-14,Wind,92.86,197.19,1.96
10170,2023-05-27,Solar,53.0,218.12,1.01
10169,2022-02-09,Wind,88.41,86.58,4.25
10147,2023-12-05,Wind,43.55,154.45,1.17
10216,2025-06-26,Solar,36.86,274.63,0.56
10165,2022-03-17,Solar,92.97,221.14,1.75
10235,2022-09-19,Wind,45.3,92.92,2.03
10026,2023-05-13,Solar,48.33,56.08,3.59
10090,2025-02-14,Wind,39.82,155.69,1.07
10236,2025-06-23,Wind,81.84,196.51,1.74
10154,2022-03-07,Wind,132.11,67.04,8.21
10025,2024-06-28,Wind,1.0,204.73,0.02
10236,2023-07-19,Wind,75.24,117.76,2.66
10106,2022-12-04,Wind,95.99,97.84,4.09
10083,2023-04-01,Solar,89.62,276.51,1.35
10047,2024-03-16,Solar,74.83,288.93,1.08
10025,2023-04-07,Wind,107.18,196.36,2.27
10131,2025-01-20,Wind,77.26,149.56,2.15
10163,2022-07-09,Wind,96.62,103.8,3.88
10212,2023-01-16,Wind,88.79,198.41,1.86
10070,2024-08-19,Solar,53.07,235.6,0.94
10120,2025-04-17,Solar,82.45,257.53,1.33
10076,2024-12-03,Solar,33.48,238.62,0.58
10059,2025-05-08,Solar,39.77,126.23,1.31
10117,2025-08-21,Solar,42.33,292.46,0.6
10088,2022-06-28,Solar,52.1,46.01,4.72
10004,2025-03-14,Solar,26.01,166.41,0.65
10164,2025-03-12,Solar,100.92,258.45,1.63
10193,2024-11-20,Wind,93.12,93.37,4.16
10235,2025-09-29,Wind,119.7,242.55,2.06
10117,2024-11-19,Wind,70.08,281.98,1.04
10179,2022-11-25,Wind,50.17,255.0,0.82
10064,2022-12-13,Wind,104.37,51.24,8.49
10054,2024-05-24,Solar,30.97,86.21,1.5
10004,2024-04-23,Solar,78.34,134.07,2.43
10194,2024-12-28,Wind,66.31,73.49,3.76
10176,2024-09-24,Solar,56.19,39.75,5.89
10081,2022-04-09,Solar,47.85,66.39,3.0
10091,2023-08-03,Wind,89.6,64.64,5.78
10179,2024-07-10,Solar,30.35,264.52,0.48
10042,2024-02-19,Solar,42.64,28.08,6.33
10097,2025-06-14,Solar,28.87,259.74,0.46
10224,2025-02-04,Solar,54.16,259.66,0.87
10130,2024-04-15,Solar,68.95,112.3,2.56
10124,2023-08-13,Solar,47.76,251.67,0.79
10063,2024-04-09,Solar,74.9,50.43,6.19
10188,2024-01-16,Solar,45.35,281.59,0.67
10170,2023-12-20,Solar,39.28,118.2,1.38
10206,2024-10-24,Solar,35.08,270.01,0.54
10104,2022-09-17,Wind,63.06,104.82,2.51
10046,2024-07-05,Wind,82.06,82.56,4.14
10158,2024-01-17,Solar,15.38,211.34,0.3
10057,2023-06-21,Solar,37.04,172.61,0.89
10026,2023-08-06,Solar,26.08,205.32,0.53
10236,2022-09-18,Solar,57.03,99.04,2.4
10123,2022-07-01,Wind,78.93,133.12,2.47
10198,2022-09-26,Wind,96.54,249.55,1.61
10150,2022-03-23,Wind,84.65,49.8,7.08
10085,2023-07-15,Solar,72.39,72.37,4.17
10197,2023-04-04,Wind,92.18,126.05,3.05
10145,2023-09-15,Wind,52.64,134.75,1.63
10008,2024-01-02,Wind,92.58,193.37,1.99
10221,2024-12-29,Solar,36.46,266.82,0.57
10123,2023-07-17,Solar,9.67,139.54,0.29
10072,2022-05-11,Solar,42.53,175.49,1.01
10013,2024-09-23,Solar,58.17,224.11,1.08
10159,2022-10-20,Solar,71.58,242.48,1.23
10129,2024-05-04,Solar,51.04,135.84,1.57
10005,2025-06-17,Wind,104.94,286.23,1.53
10009,2024-02-17,Solar,87.6,266.73,1.37
10134,2022-01-01,Solar,7.25,145.07,0.21
10105,2023-11-13,Solar,1.0,222.85,0.02
10103,2024-11-13,Solar,28.73,255.79,0.47
10144,2022-12-10,Wind,83.7,22.37,15.59
10109,2023-07-04,Solar,39.63,159.62,1.03
10191,2022-08-07,Solar,83.68,118.36,2.95
10121,2024-01-11,Wind,100.97,282.11,1.49
10021,2024-03-28,Solar,60.25,228.66,1.1
10115,2023-11-05,Solar,54.52,298.64,0.76
10175,2022-08-19,Solar,51.27,58.48,3.65
10141,2022-09-13,Wind,75.97,185.08,1.71
10091,2024-02-13,Solar,54.03,249.21,0.9
10073,2022-11-01,Solar,53.42,275.03,0.81
10216,2022-08-28,Wind,97.88,280.31,1.45
10126,2022-07-12,Wind,109.18,50.2,9.06
10107,2023-08-18,Solar,73.27,239.03,1.28
10064,2022-02-18,Solar,67.44,289.89,0.97
10113,2025-02-22,Solar,82.75,241.4,1.43
10171,2022-07-08,Wind,50.96,84.45,2.51
10053,2024-10-07,Wind,101.82,143.64,2.95
10112,2023-12-30,Wind,92.71,182.2,2.12
10117,2023-07-15,Solar,54.08,84.84,2.66
10185,2022-11-07,Solar,66.13,134.71,2.05
10043,2024-07-15,Wind,111.63,44.94,10.35
10148,2024-08-04,Wind,67.66,197.93,1.42
10051,2024-12-29,Wind,23.47,172.11,0.57
10165,2022-04-27,Solar,43.38,298.74,0.61
10217,2024-10-17,Wind,61.8,256.89,1.0
10031,2022-02-19,Solar,48.19,145.17,1.38
10001,2022-05-22,Solar,44.67,189.48,0.98
10199,2022-11-29,Solar,98.32,100.93,4.06
10198,2022-11-22,Wind,71.99,138.97,2.16
10133,2023-08-21,Solar,31.29,20.81,6.27
10214,2025-07-23,Wind,68.57,275.1,1.04
10099,2022-03-08,Solar,33.53,236.75,0.59
10230,2025-04-10,Solar,51.52,94.89,2.26
10079,2023-10-11,Wind,96.38,230.09,1.75
10084,2025-07-28,Wind,116.2,192.29,2.52
10231,2022-09-28,Wind,63.72,250.66,1.06
10001,2022-08-21,Solar,10.01,200.26,0.21
10036,2025-01-06,Solar,2.26,214.64,0.04
10080,2022-07-17,Solar,38.8,283.18,0.57
10187,2024-12-06,Solar,60.2,288.9,0.87
10003,2022-03-02,Solar,59.51,108.81,2.28
10051,2025-08-24,Solar,55.39,154.2,1.5
10203,2022-02-17,Wind,46.7,151.26,1.29
10196,2025-08-28,Wind,105.98,145.02,3.04
10024,2023-10-06,Wind,77.0,52.56,6.1
10127,2024-07-19,Solar,42.58,40.83,4.35
10087,2025-06-21,Solar,1.0,191.32,0.02
10069,2024-10-26,Wind,63.13,107.2,2.45
10111,2023-02-17,Wind,68.68,60.32,4.74
10135,2022-04-09,Solar,68.23,181.38,1.57
10149,2023-09-04,Solar,50.86,220.33,0.96
10133,2023-01-28,Solar,58.95,246.71,1.0
10170,2024-08-17,Wind,50.07,265.3,0.79
10141,2024-01-22,Solar,40.62,257.15,0.66
10107,2023-12-25,Solar,73.83,242.19,1.27
10103,2023-11-24,Solar,59.95,91.45,2.73
10211,2022-04-03,Solar,53.03,195.31,1.13
10214,2023-03-13,Solar,67.96,120.89,2.34
10150,2025-06-23,Solar,74.41,255.21,1.21
10017,2025-03-05,Solar,36.04,31.68,4.74
10143,2025-07-12,Solar,74.74,54.92,5.67
10199,2025-04-13,Solar,49.18,77.29,2.65
10113,2024-09-03,Solar,32.8,250.97,0.54
10196,2022-04-27,Solar,39.42,92.49,1.78
10098,2024-07-12,Solar,63.1,36.66,7.17
10210,2023-07-22,Wind,55.95,195.3,1.19
10122,2024-11-14,Wind,84.14,228.88,1.53
10238,2022-04-07,Wind,101.8,49.92,8.5
10199,2024-04-07,Wind,93.96,120.57,3.25
10197,2024-05-07,Solar,39.35,74.48,2.2
10135,2023-07-17,Wind,115.97,171.71,2.81
10105,2023-08-22,Wind,110.71,291.01,1.59
10081,2025-02-03,Solar,22.59,281.14,0.33
10144,2023-01-08,Solar,84.34,182.81,1.92
10156,2024-09-04,Wind,116.03,86.19,5.61
10087,2024-11-23,Solar,79.94,252.28,1.32
10120,2024-03-08,Solar,18.19,249.9,0.3
10127,2024-06-19,Solar,55.56,172.96,1.34
10015,2022-03-30,Wind,97.36,172.59,2.35
10039,2024-08-09,Wind,98.51,262.83,1.56
10185,2024-07-18,Solar,37.58,230.2,0.68
10059,2023-08-15,Solar,59.0,160.04,1.54
10166,2022-05-14,Wind,96.99,22.71,17.8
10156,2023-07-16,Wind,110.45,104.41,4.41
10147,2023-10-16,Solar,68.4,23.25,12.26
10091,2022-07-19,Solar,70.24,21.8,13.43
10237,2022-09-05,Solar,87.43,92.42,3.94
10183,2023-03-04,Wind,49.52,169.08,1.22
10072,2025-04-05,Wind,62.37,185.85,1.4
10156,2024-04-04,Solar,49.66,67.54,3.06
10186,2024-02-16,Wind,120.27,57.98,8.64
10112,2023-11-02,Wind,63.15,280.66,0.94
10210,2024-04-13,Solar,94.73,191.96,2.06
10037,2022-12-20,Wind,96.92,271.08,1.49
10043,2023-04-01,Solar,59.27,79.68,3.1
10021,2024-03-22,Solar,50.63,117.24,1.8
10128,2023-03-18,Solar,35.69,169.59,0.88
10025,2022-03-15,Wind,113.48,47.14,10.03
10108,2023-03-10,Wind,40.51,83.57,2.02
10111,2024-01-13,Wind,36.29,298.42,0.51
